eco,name,pgn,move,color,fen,master,lichess,white,draws,black
E60,"Indian Defense: Anti-Grünfeld, Alekhine Variation, Leko Gambit",1. d4 Nf6 2. c4 g6 3. f3 e5,6,black,rnbqkb1r/pppp1p1p/5np1/4p3/2PP4/5P2/PP2P1PP/RNBQKBNR w KQkq - 0 4,MYJZSkb4,WC4TiyEs,1066,110,1133
A43,Benoni Defense: Zilbermints-Benoni Gambit,1. d4 c5 2. b4,3,white,rnbqkbnr/pp1ppppp/8/2p5/1P1P4/8/P1P1PPPP/RNBQKBNR b KQkq - 0 2,,3iWErNXj,966,101,1222
B00,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Brandics Gambit",1. e4 Nc6 2. d4 d5 3. Nc3 a6,6,black,r1bqkbnr/1pp1pppp/p1n5/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4,QEzggcYk,,1220,92,961
B12,"Caro-Kann Defense: Mieses Attack, Landau Gambit",1. e4 c6 2. d4 d5 3. Bd3 Nf6 4. e5 Nfd7 5. e6,9,white,rnbqkb1r/pp1npppp/2p1P3/3p4/3P4/3B4/PPP2PPP/RNBQK1NR b KQkq - 0 5,,CsGP32XK,1941,30,259
C57,"Italian Game: Two Knights Defense, Ulvestad Variation, Kurkin Gambit",1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 b5 6. Bf1 h6 7. Nxf7,13,white,r1bqkb1r/p1p2Np1/2n2n1p/1p1Pp3/8/8/PPPP1PPP/RNBQKB1R b KQkq - 0 7,71KNbk3S,k3LgN6zG,971,100,1128
D32,Tarrasch Defense: Tarrasch Gambit,1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. dxc5 d4 6. Na4 b5,12,black,rnbqkbnr/p4ppp/8/1pP5/N2p4/8/PP2PPPP/R1BQKBNR w KQkq b6 0 7,wXNpNuVL,ouy10hTl,994,130,1068
B30,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, San Francisco Gambit",1. e4 c5 2. Nf3 Nc6 3. Bb5 Na5 4. b4,7,white,r1bqkbnr/pp1ppppp/8/nBp5/1P2P3/5N2/P1PP1PPP/RNBQK2R b KQkq - 0 4,hos9pPTK,MVodG8tN,937,105,1127
C40,"Latvian Gambit: Mayet Attack, Strautins Gambit",1. e4 e5 2. Nf3 f5 3. Bc4 b5,6,black,rnbqkbnr/p1pp2pp/8/1p2pp2/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,9gxiblbT,,974,68,1120
C44,"King's Pawn Game: Tayler Opening, Basman Gambit",1. e4 e5 2. Nf3 Nc6 3. Be2 Nf6 4. d4 exd4 5. e5,9,white,r1bqkb1r/pppp1ppp/2n2n2/4P3/3p4/5N2/PPP1BPPP/RNBQK2R b KQkq - 0 5,,8JlZPLDN,1058,84,988
C40,King's Pawn Game: La Bourdonnais Gambit,1. e4 e5 2. Nf3 Qf6 3. Bc4 Qg6 4. O-O,7,white,rnb1kbnr/pppp1ppp/6q1/4p3/2B1P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 5 4,,,1046,42,1032
C07,"French Defense: Tarrasch Variation, Open System, Shaposhnikov Gambit",1. e4 e6 2. d4 d5 3. Nd2 c5 4. exd5 Nf6,8,black,rnbqkb1r/pp3ppp/4pn2/2pP4/3P4/8/PPPN1PPP/R1BQKBNR w KQkq - 1 5,,,1067,112,883
B06,"Modern Defense: Two Knights Variation, Suttles Variation, Tal Gambit",1. e4 g6 2. d4 Bg7 3. Nc3 d6 4. Nf3 c6 5. Bg5 Qb6 6. Qd2 Qxb2,12,black,rnb1k1nr/pp2ppbp/2pp2p1/6B1/3PP3/2N2N2/PqPQ1PPP/R3KB1R w KQkq - 0 7,,,1040,52,933
C57,"Italian Game: Two Knights Defense, Traxler Variation, Trencianske-Teplice Gambit",1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 Bc5 5. Bxf7+ Ke7 6. d4,11,white,r1bq3r/ppppkBpp/2n2n2/2b1p1N1/3PP3/8/PPP2PPP/RNBQK2R b KQ - 0 6,,QwTstMcF,903,51,1020
D32,Tarrasch Defense: Grünfeld Gambit,1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. dxc5 d4 7. Na4 b5,14,black,r1bqkbnr/p4ppp/2n5/1pP5/N2p4/5N2/PP2PPPP/R1BQKB1R w KQkq b6 0 8,tz1uruOb,7XFwMCNF,1193,129,652
B10,"Caro-Kann Defense: Labahn Attack, Double Gambit",1. e4 c6 2. b4 d5 3. b5,5,white,rnbqkbnr/pp2pppp/2p5/1P1p4/4P3/8/P1PP1PPP/RNBQKBNR b KQkq - 0 3,,,793,77,1045
A40,English Defense: Poli Gambit,1. d4 e6 2. c4 b6 3. e4 Bb7 4. f3 f5 5. exf5 Nh6,10,black,rn1qkb1r/pbpp2pp/1p2p2n/5P2/2PP4/5P2/PP4PP/RNBQKBNR w KQkq - 1 6,QUusg0qL,ElA8XOpk,771,70,1072
B00,Owen Defense: Hekili-Loa Gambit,1. e4 b6 2. d4 c5 3. dxc5 Nc6,6,black,r1bqkbnr/p2ppppp/1pn5/2P5/4P3/8/PPP2PPP/RNBQKBNR w KQkq - 1 4,,teuD0VS1,1050,80,749
C37,"King's Gambit Accepted: Rosentreter Gambit, Sörensen Gambit",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. d4 g4 5. Nc3,9,white,rnbqkbnr/pppp1p1p/8/8/3PPpp1/2N2N2/PPP3PP/R1BQKB1R b KQkq - 1 5,,,954,49,737
C33,"King's Gambit Accepted: Bishop's Gambit, Kieseritzky Gambit",1. e4 e5 2. f4 exf4 3. Bc4 b5,6,black,rnbqkbnr/p1pp1ppp/8/1p6/2B1Pp2/8/PPPP2PP/RNBQK1NR w KQkq - 0 4,,,906,38,785
A46,"Torre Attack: Classical Defense, Petrosian Gambit",1. d4 Nf6 2. Nf3 e6 3. Bg5 c5 4. e3 b6 5. d5,9,white,rnbqkb1r/p2p1ppp/1p2pn2/2pP2B1/8/4PN2/PPP2PPP/RN1QKB1R b KQkq - 0 5,53eSNWWb,1goPrDRu,989,131,602
C33,"King's Gambit Accepted: Bishop's Gambit, Bryan Countergambit",1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 b5,8,black,rnb1kbnr/p1pp1ppp/8/1p6/2B1Pp1q/8/PPPP2PP/RNBQ1KNR w kq - 0 5,,TV6UcepQ,822,63,834
A80,"Dutch Defense: Krejcik Gambit, Tate Gambit",1. d4 f5 2. g4 fxg4 3. e4 d5 4. Nc3,7,white,rnbqkbnr/ppp1p1pp/8/3p4/3PP1p1/2N5/PPP2P1P/R1BQKBNR b KQkq - 1 4,,FtcNHgcn,827,71,816
C39,"King's Gambit Accepted: Allgaier, Blackburne Gambit",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ng5 h6 6. Nxf7 Kxf7 7. Nc3,13,white,rnbq1bnr/pppp1k2/7p/8/4PppP/2N5/PPPP2P1/R1BQKB1R b KQ - 1 7,eQx8kiT3,JbWxFpZc,993,41,671
A00,Kádas Opening: Kádas Gambit,1. h4 d5 2. d4 c5 3. Nf3 cxd4 4. c3,7,white,rnbqkbnr/pp2pppp/8/3p4/3p3P/2P2N2/PP2PPP1/RNBQKB1R b KQkq - 0 4,ImzF3Ips,1awjAx6Z,745,51,874
C60,"Ruy Lopez: Alapin Defense, Alapin Gambit",1. e4 e5 2. Nf3 Nc6 3. Bb5 Bb4 4. c3 Ba5 5. Bxc6 dxc6,10,black,r1bqk1nr/ppp2ppp/2p5/b3p3/4P3/2P2N2/PP1P1PPP/RNBQK2R w KQkq - 0 6,,kQhYX20O,814,92,712
A43,Benoni Defense: Zilbermints-Benoni Gambit,1. d4 c5 2. Nf3 cxd4 3. b4,5,white,rnbqkbnr/pp1ppppp/8/8/1P1p4/5N2/P1P1PPPP/RNBQKB1R b KQkq - 0 3,,laKRJoLe,724,141,729
C60,"Ruy Lopez: Spanish Countergambit, Harding Gambit",1. e4 e5 2. Nf3 Nc6 3. Bb5 d5 4. Nxe5 Qg5 5. Nxc6,9,white,r1b1kbnr/ppp2ppp/2N5/1B1p2q1/4P3/8/PPPP1PPP/RNBQK2R b KQkq - 0 5,,,626,66,883
B27,Sicilian Defense: Double-Dutch Gambit,1. e4 c5 2. Nf3 f5 3. exf5 Nh6,6,black,rnbqkb1r/pp1pp1pp/7n/2p2P2/8/5N2/PPPP1PPP/RNBQKB1R w KQkq - 1 4,,2KPqDbDP,752,68,725
D37,"Queen's Gambit Declined: Knight Defense, Alekhine Gambit",1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. Nc3 Nbd7 5. Bg5 h6 6. Bh4 dxc4,12,black,r1bqkb1r/pppn1pp1/4pn1p/8/2pP3B/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 7,TWptalo8,zciZyn9I,727,83,684
B44,"Sicilian Defense: Taimanov Variation, Gary Gambit",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5 d6 6. c4 Nf6 7. N1c3 a6 8. Na3 d5,16,black,r1bqkb1r/1p3ppp/p1n1pn2/3p4/2P1P3/N1N5/PP3PPP/R1BQKB1R w KQkq - 0 9,8ENETNzW,,696,96,697
B01,"Scandinavian Defense: Modern Variation, Wing Gambit",1. e4 d5 2. exd5 Nf6 3. d4 g6 4. c4 b5,8,black,rnbqkb1r/p1p1pp1p/5np1/1p1P4/2PP4/8/PP3PPP/RNBQKBNR w KQkq - 0 5,fZK33Izh,lQVsd8MN,709,52,651
C23,Bishop's Opening: Lopez Gambit,1. e4 e5 2. Bc4 Bc5 3. Qe2 Nc6 4. c3 Nf6 5. f4,9,white,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1PP2/2P5/PP1PQ1PP/RNB1K1NR b KQkq - 0 5,,,779,31,596
A53,Old Indian Defense: Aged Gibbon Gambit,1. d4 Nf6 2. c4 d6 3. g4,5,white,rnbqkb1r/ppp1pppp/3p1n2/8/2PP2P1/8/PP2PP1P/RNBQKBNR b KQkq - 0 3,,o2CXWglH,712,54,625
A00,Polish Opening: Schuehler Gambit,1. b4 c6 2. Bb2 a5 3. b5 cxb5 4. e4,7,white,rnbqkbnr/1p1ppppp/8/pp6/4P3/8/PBPP1PPP/RN1QKBNR b KQkq - 0 4,XDqH83QT,PEcbakfP,640,60,634
A00,Kádas Opening: Kádas Gambit,1. h4 e5 2. d4 exd4 3. c3,5,white,rnbqkbnr/pppp1ppp/8/8/3p3P/2P5/PP2PPP1/RNBQKBNR b KQkq - 0 3,,MStg9Lb3,667,50,606
C30,"King's Gambit Declined: Norwalde Variation, Bücker Gambit",1. e4 e5 2. f4 Qf6 3. Nc3 Qxf4 4. Nf3 Bb4 5. Bc4,9,white,rnb1k1nr/pppp1ppp/8/4p3/1bB1Pq2/2N2N2/PPPP2PP/R1BQK2R b KQkq - 3 5,IZLPqeyQ,f8ukDEYy,655,41,615
B00,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Erben Gambit",1. e4 Nc6 2. d4 d5 3. Nc3 g6,6,black,r1bqkbnr/ppp1pp1p/2n3p1/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4,,M2VJaITS,659,48,535
C84,"Ruy Lopez: Closed, Basque Gambit",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. d4 exd4 7. e5 Ne4 8. c3,15,white,r1bqk2r/1pppbppp/p1n5/4P3/B2pn3/2P2N2/PP3PPP/RNBQ1RK1 b kq - 0 8,ea9uSPbE,IQI00HcD,552,71,612
C84,"Ruy Lopez: Closed, Center Attack, Basque Gambit",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. d4 exd4 7. e5 Ne4 8. c3,15,white,r1bqk2r/1pppbppp/p1n5/4P3/B2pn3/2P2N2/PP3PPP/RNBQ1RK1 b kq - 0 8,ea9uSPbE,IQI00HcD,552,71,612
C33,King's Gambit Accepted: Basman Gambit,1. e4 e5 2. f4 exf4 3. Qe2,5,white,rnbqkbnr/pppp1ppp/8/8/4Pp2/8/PPPPQ1PP/RNB1KBNR b KQkq - 1 3,6x9HMa4R,3d4pYUCv,664,53,451
A57,Benko Gambit: Mutkin Countergambit,1. d4 Nf6 2. c4 c5 3. d5 b5 4. g4,7,white,rnbqkb1r/p2ppppp/5n2/1ppP4/2P3P1/8/PP2PP1P/RNBQKBNR b KQkq - 0 4,,ujDGxrFN,556,37,547
C30,King's Gambit Declined: Zilbermints Double Gambit,1. e4 e5 2. f4 Nc6 3. Nf3 g5,6,black,r1bqkbnr/pppp1p1p/2n5/4p1p1/4PP2/5N2/PPPP2PP/RNBQKB1R w KQkq - 0 4,,jHijyQZB,551,44,508
C23,Bishop's Opening: Lewis Countergambit,1. e4 e5 2. Bc4 Bc5 3. c3 d5,6,black,rnbqk1nr/ppp2ppp/8/2bpp3/2B1P3/2P5/PP1P1PPP/RNBQK1NR w KQkq - 0 4,,ND8YXBPV,422,38,639
A00,Van Geet Opening: Nowokunski Gambit,1. Nc3 e5 2. f4 exf4 3. e4,5,white,rnbqkbnr/pppp1ppp/8/8/4Pp2/2N5/PPPP2PP/R1BQKBNR b KQkq e3 0 3,,DiMZgMIO,518,37,541
A00,Van Geet Opening: Düsseldorf Gambit,1. Nc3 c5 2. b4,3,white,rnbqkbnr/pp1ppppp/8/2p5/1P6/2N5/P1PPPPPP/R1BQKBNR b KQkq - 0 2,,NxRxNNl4,474,38,554
C60,"Ruy Lopez: Cozio Defense, Tartakower Gambit",1. e4 e5 2. Nf3 Nc6 3. Bb5 g6 4. d4 exd4 5. Nxd4 Bg7 6. Be3 Nge7 7. Nc3 O-O 8. Qd2 d5,16,black,r1bq1rk1/ppp1npbp/2n3p1/1B1p4/3NP3/2N1B3/PPPQ1PPP/R3K2R w KQ - 0 9,,bfAyFbpF,486,82,482
C33,King's Gambit Accepted: Paris Gambit,1. e4 e5 2. f4 exf4 3. Ne2,5,white,rnbqkbnr/pppp1ppp/8/8/4Pp2/8/PPPPN1PP/RNBQKB1R b KQkq - 1 3,,,438,26,573
C40,Latvian Gambit: Diepstraten Countergambit,1. e4 e5 2. Nf3 f5 3. c4,5,white,rnbqkbnr/pppp2pp/8/4pp2/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq - 0 3,,oihT2rlG,438,29,511
C80,"Ruy Lopez: Open, Karpov Gambit",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. Nbd2 Nc5 10. c3 d4 11. Ng5,21,white,r2qkb1r/2p2ppp/p1n1b3/1pn1P1N1/3p4/1BP5/PP1N1PPP/R1BQ1RK1 b kq - 1 11,4cgK4iNh,qshP0jZM,478,66,413
A06,Nimzo-Larsen Attack: Norfolk Gambit,1. Nf3 d5 2. b3 Nf6 3. Bb2 c5 4. e4,7,white,rnbqkb1r/pp2pppp/5n2/2pp4/4P3/1P3N2/PBPP1PPP/RN1QKB1R b KQkq - 0 4,,tMRXFTMK,393,49,508
A02,Bird Opening: Siegener Gambit,1. f4 e5 2. d4 exd4 3. Nf3 c5 4. c3,7,white,rnbqkbnr/pp1p1ppp/8/2p5/3p1P2/2P2N2/PP2P1PP/RNBQKB1R b KQkq - 0 4,,Z0HValPh,487,33,383
C23,"Bishop's Opening: McDonnell Gambit, McDonnell Double Gambit",1. e4 e5 2. Bc4 Bc5 3. b4 Bxb4 4. f4,7,white,rnbqk1nr/pppp1ppp/8/4p3/1bB1PP2/8/P1PP2PP/RNBQK1NR b KQkq - 0 4,,UJ00lwc3,444,25,408
C40,"King's Pawn Game: Gunderam Defense, Gunderam Gambit",1. e4 e5 2. Nf3 Qe7 3. Bc4 f5,6,black,rnb1kbnr/ppppq1pp/8/4pp2/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,,UxIClZpm,469,21,387
A00,Hungarian Opening: Winterberg Gambit,1. g3 d5 2. Bg2 e5 3. c4 dxc4 4. b3,7,white,rnbqkbnr/ppp2ppp/8/4p3/2p5/1P4P1/P2PPPBP/RNBQK1NR b KQkq - 0 4,,QNSAVHGk,421,27,401
C33,King's Gambit Accepted: Carrera Gambit,1. e4 e5 2. f4 exf4 3. Qh5,5,white,rnbqkbnr/pppp1ppp/8/7Q/4Pp2/8/PPPP2PP/RNB1KBNR b KQkq - 1 3,,ruyMfNbd,302,17,478
B06,"Modern Defense: Bishop Attack, Bücker Gambit",1. e4 g6 2. d4 Bg7 3. Bc4 b5,6,black,rnbqk1nr/p1ppppbp/6p1/1p6/2BPP3/8/PPP2PPP/RNBQK1NR w KQkq - 0 4,,,347,27,399
D47,"Semi-Slav Defense: Meran Variation, Wade Variation, Kaidanov Gambit",1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3 Bb7 9. e4 b4 10. Na4 c5 11. e5 Nd5 12. O-O cxd4 13. Nxd4,25,white,r2qkb1r/pb1n1ppp/4p3/3nP3/Np1N4/3B4/PP3PPP/R1BQ1RK1 b kq - 0 13,9Wi4lgYr,F2uP5xjI,390,55,306
B20,"Sicilian Defense: Wing Gambit, Nanu Gambit",1. e4 c5 2. b4 cxb4 3. a3 d5 4. exd5 Qxd5 5. Nf3 e5 6. c4 Qe6 7. Bd3,13,white,rnb1kbnr/pp3ppp/4q3/4p3/1pP5/P2B1N2/3P1PPP/RNBQK2R b KQkq - 2 7,ASMGcVet,mbKpC7MC,334,33,341
C26,"Vienna Game: Paulsen Variation, Pollock Gambit",1. e4 e5 2. Nc3 Nf6 3. g3 Bc5 4. Bg2 Nc6 5. Nge2 d5 6. exd5 Nd4,12,black,r1bqk2r/ppp2ppp/5n2/2bPp3/3n4/2N3P1/PPPPNPBP/R1BQK2R w KQkq - 1 7,,FP6GE39i,375,25,293
A00,Hungarian Opening: Paris Gambit,1. g3 e5 2. Nh3 d5 3. f4 Bxh3 4. Bxh3 exf4 5. O-O,9,white,rn1qkbnr/ppp2ppp/8/3p4/5p2/6PB/PPPPP2P/RNBQ1RK1 b kq - 1 5,,ESWF1135,309,37,314
A00,Kádas Opening: Kádas Gambit,1. h4 c5 2. b4,3,white,rnbqkbnr/pp1ppppp/8/2p5/1P5P/8/P1PPPPP1/RNBQKBNR b KQkq - 0 2,,Qt1eWk96,295,25,338
C60,"Ruy Lopez: Fianchetto Defense, Kevitz Gambit",1. e4 e5 2. Nf3 Nc6 3. Bb5 g6 4. c3 f5,8,black,r1bqkbnr/pppp3p/2n3p1/1B2pp2/4P3/2P2N2/PP1P1PPP/RNBQK2R w KQkq - 0 5,,cdHTOpG0,296,27,335
A00,Van Geet Opening: Sleipnir Gambit,1. Nc3 d5 2. e3 e5 3. d4 Bb4,6,black,rnbqk1nr/ppp2ppp/8/3pp3/1b1P4/2N1P3/PPP2PPP/R1BQKBNR w KQkq - 1 4,,EYOmFlwn,315,26,308
D00,"Blackmar-Diemer Gambit Accepted: Euwe Defense, Zilbermints Gambit",1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 e6 6. Bg5 Be7 7. Bd3 Nc6 8. O-O Nxd4 9. Kh1,17,white,r1bqk2r/ppp1bppp/4pn2/6B1/3n4/2NB1N2/PPP3PP/R2Q1R1K b kq - 1 9,,j8XBd3vo,352,29,250
B10,"Caro-Kann Defense: Spike Variation, Scorpion-Grob Gambit",1. e4 c6 2. g4 d5 3. Nc3 dxe4 4. d3,7,white,rnbqkbnr/pp2pppp/2p5/8/4p1P1/2NP4/PPP2P1P/R1BQKBNR b KQkq - 0 4,,yBly2aZA,309,20,299
C51,"Italian Game: Evans Gambit, Fontaine Countergambit",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 b5,8,black,r1bqk1nr/p1pp1ppp/2n5/1pb1p3/1PB1P3/5N2/P1PP1PPP/RNBQK2R w KQkq - 0 5,,CQsNnIsf,407,20,173
C37,"King's Gambit Accepted: Double Muzio Gambit, Baldwin Gambit",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qf6 7. Nc3 Qd4+ 8. Kh1 Qxc4 9. Nd5,17,white,rnb1kbnr/pppp1p1p/8/3N4/2q1Pp2/5Q2/PPPP2PP/R1B2R1K b kq - 1 9,,i61RX5eA,354,13,232
D02,Queen's Pawn Game: Zilbermints Countergambit,1. d4 d5 2. Nf3 Nf6 3. c4 b5,6,black,rnbqkb1r/p1p1pppp/5n2/1p1p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,,L25FXhr3,303,30,249
C23,Bishop's Opening: Thorold Gambit,1. e4 e5 2. Bc4 b5 3. Bxb5 f5,6,black,rnbqkbnr/p1pp2pp/8/1B2pp2/4P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 4,,Ax4vSyWZ,283,15,275
A10,English Opening: Zilbermints Gambit,1. c4 g5 2. d4 e5,4,black,rnbqkbnr/pppp1p1p/8/4p1p1/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,,,296,27,220
C25,Vienna Game: Zhuravlev Countergambit,1. e4 e5 2. Nc3 Bb4 3. Qg4 Nf6,6,black,rnbqk2r/pppp1ppp/5n2/4p3/1b2P1Q1/2N5/PPPP1PPP/R1B1KBNR w KQkq - 4 4,,wx6fQcXW,267,21,246
B00,"Nimzowitsch Defense: El Columpio Defense, El Columpio Gambit",1. e4 Nc6 2. Nf3 Nf6 3. e5 Ng4 4. d4 d6 5. h3 Nh6 6. e6,11,white,r1bqkb1r/ppp1pppp/2npP2n/8/3P4/5N1P/PPP2PP1/RNBQKB1R b KQkq - 0 6,j8GBm2VL,,250,21,245
D57,"Queen's Gambit Declined: Lasker Defense, Bernstein Variation, Mar del Plata Gambit",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 h6 7. Bh4 Ne4 8. Bxe7 Qxe7 9. cxd5 Nxc3 10. bxc3 exd5 11. Qb3 Rd8 12. c4 Be6,24,black,rn1r2k1/ppp1qpp1/4b2p/3p4/2PP4/1Q2PN2/P4PPP/R3KB1R w KQ - 1 13,6YlcvH78,8PWDUbzW,209,47,253
C00,French Defense: Morphy Gambit,1. e4 e6 2. d4 d5 3. Nh3,5,white,rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/7N/PPP2PPP/RNBQKB1R b KQkq - 1 3,,rP9PKRFT,200,14,293
A00,Van Geet Opening: Pfeiffer Gambit,1. Nc3 d5 2. f4 d4 3. Ne4 e5,6,black,rnbqkbnr/ppp2ppp/8/4p3/3pNP2/8/PPPPP1PP/R1BQKBNR w KQkq - 0 4,,,238,14,245
C37,King's Gambit Accepted: Kotov Gambit,1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. d4 gxf3 6. Bxf4,11,white,rnbqkbnr/pppp1p1p/8/8/2BPPB2/5p2/PPP3PP/RN1QK2R b KQkq - 0 6,,K2KuFaQE,249,13,196
C40,Latvian Gambit Accepted: Bronstein Gambit,1. e4 e5 2. Nf3 f5 3. Nxe5 Qf6 4. d4 d6 5. Nc4 fxe4 6. Qh5+ g6 7. Qe2,13,white,rnb1kbnr/ppp4p/3p1qp1/8/2NPp3/8/PPP1QPPP/RNB1KB1R b KQkq - 1 7,,YeBKceJs,230,12,206
E00,Catalan Opening: Hungarian Gambit,1. d4 Nf6 2. c4 e6 3. g3 e5,6,black,rnbqkb1r/pppp1ppp/5n2/4p3/2PP4/6P1/PP2PP1P/RNBQKBNR w KQkq - 0 4,MudIJEyY,jA4bXojK,223,28,195
C20,King's Pawn Opening: Van Hooydoon Gambit,1. e4 e5 2. Qe2 Nc6 3. c3 Nf6 4. Nf3 Bc5 5. d4 exd4 6. cxd4 Nxd4,12,black,r1bqk2r/pppp1ppp/5n2/2b5/3nP3/5N2/PP2QPPP/RNB1KB1R w KQkq - 0 7,,mjIueDcm,148,17,271
B50,Sicilian Defense: Kotov Gambit,1. e4 c5 2. Nf3 d6 3. g3 b5,6,black,rnbqkbnr/p3pppp/3p4/1pp5/4P3/5NP1/PPPP1P1P/RNBQKB1R w KQkq - 0 4,,7CIvP5JL,239,25,171
A22,"English Opening: King's English, Erbenheimer Gambit",1. c4 e5 2. Nc3 Nf6 3. Nf3 e4 4. Ng5 Ng4,8,black,rnbqkb1r/pppp1ppp/8/6N1/2P1p1n1/2N5/PP1PPPPP/R1BQKB1R w KQkq - 2 5,,tfFr2TIr,255,15,118
A10,"English Opening: Anglo-Dutch Variation, Chabanon Gambit",1. c4 f5 2. Nf3 d6 3. e4,5,white,rnbqkbnr/ppp1p1pp/3p4/5p2/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq - 0 3,,v1uQc4H3,197,15,175
A02,Bird Opening: Swiss Gambit,1. f4 f5 2. e4 fxe4 3. Nc3 Nf6 4. g4,7,white,rnbqkb1r/ppppp1pp/5n2/8/4pPP1/2N5/PPPP3P/R1BQKBNR b KQkq - 0 4,,,234,15,134
C30,King's Gambit Declined: Hobbs-Zilbermints Gambit,1. e4 e5 2. f4 Nc6 3. Nf3 g5 4. fxg5 h6,8,black,r1bqkbnr/pppp1p2/2n4p/4p1P1/4P3/5N2/PPPP2PP/RNBQKB1R w KQkq - 0 5,,2U3RqhIB,185,17,181
A45,"Trompowsky Attack: Edge Variation, Hergert Gambit",1. d4 Nf6 2. Bg5 Ne4 3. Bh4 d5 4. f3 Nf6 5. Nc3 Bf5 6. e4,11,white,rn1qkb1r/ppp1pppp/5n2/3p1b2/3PP2B/2N2P2/PPP3PP/R2QKBNR b KQkq - 0 6,,1kySMKre,184,17,179
E60,"Indian Defense: Anti-Grünfeld, Adorjan Gambit",1. d4 Nf6 2. c4 g6 3. d5 b5,6,black,rnbqkb1r/p1pppp1p/5np1/1p1P4/2P5/8/PP2PPPP/RNBQKBNR w KQkq - 0 4,9bk0oRlB,mUscIMfc,162,10,185
A00,Ware Opening: Wing Gambit,1. a4 b5 2. axb5 Bb7,4,black,rn1qkbnr/pbpppppp/8/1P6/8/8/1PPPPPPP/RNBQKBNR w KQkq - 1 3,,0deqDjV0,210,11,129
A00,"Grob Opening: Double Grob, Coca-Cola Gambit",1. g4 g5 2. f4,3,white,rnbqkbnr/pppppp1p/8/6p1/5PP1/8/PPPPP2P/RNBQKBNR b KQkq - 0 2,,6wzOcNLv,119,22,202
B73,"Sicilian Defense: Dragon Variation, Classical Variation, Zollner Gambit",1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. Be3 Bg7 6. Be2 Nf6 7. Nc3 O-O 8. O-O d6 9. f4 Qb6 10. e5,19,white,r1b2rk1/pp2ppbp/1qnp1np1/4P3/3N1P2/2N1B3/PPP1B1PP/R2Q1RK1 b - - 0 10,31ClBjzT,blkdRR2J,125,19,191
A04,Zukertort Opening: Shabalov Gambit,1. Nf3 e6 2. c4 a6 3. Nc3 c5 4. g3 b5,8,black,rnbqkbnr/3p1ppp/p3p3/1pp5/2P5/2N2NP1/PP1PPP1P/R1BQKB1R w KQkq - 0 5,vMLOAl8A,65vNO28K,180,14,106
